Name,Tera Type,G-Atk,G-Def,GOOD,Ok,Bad,Weak To,Types
Salamence,Fairy,Any,Def,Steel,Poison,"Dragon, Fighting, Bug, Grass","Poison, Steel","Dragon, Flying"
Tinkatink,Normal,Atk,Def,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Fighting,"Fairy, Steel"
Tinkatink,Fighting,Atk,Def,,"Flying, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Psychic, Fairy","Fairy, Steel"
Tinkatink,Flying,Atk,Def,Electric,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Rock, Electric, Ice","Fairy, Steel"
Tinkatink,Poison,Atk,Def,,"Ground, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Psychic","Fairy, Steel"
Tinkatink,Ground,Atk,Def,Water,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Water, Grass, Ice","Fairy, Steel"
Tinkatink,Rock,Atk,Def,"Steel, Water","Ground, Grass","Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass","Fairy, Steel"
Tinkatink,Bug,Atk,Def,Fire,Flying,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Rock, Fire","Fairy, Steel"
Tinkatink,Ghost,Atk,Def,,Ghost,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ghost, Dark","Fairy, Steel"
Tinkatink,Steel,Atk,Def,Fire,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Fire","Fairy, Steel"
Tinkatink,Fire,Atk,Def,Water,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Rock, Water","Fairy, Steel"
Tinkatink,Water,Atk,Def,Electric,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Grass, Electric","Fairy, Steel"
Tinkatink,Grass,Atk,Def,"Poison, Fire","Flying, Bug","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Fairy, Steel"
Tinkatink,Electric,Atk,Def,,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Ground,"Fairy, Steel"
Tinkatink,Psychic,Atk,Def,,"Bug, Ghost","Fighting, Dragon, Dark, Rock, Ice, Fairy","Bug, Ghost, Dark","Fairy, Steel"
Tinkatink,Ice,Atk,Def,"Steel, Fire",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Rock, Steel, Fire","Fairy, Steel"
Tinkatink,Dragon,Atk,Def,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ice, Dragon, Fairy","Fairy, Steel"
Tinkatink,Dark,Atk,Def,,Bug,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Bug, Fairy","Fairy, Steel"
Tinkatink,Fairy,Atk,Def,"Poison, Steel",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Poison, Steel","Fairy, Steel"
Tinkatuff,Normal,Atk,Def,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Fighting,"Fairy, Steel"
Tinkatuff,Fighting,Atk,Def,,"Flying, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Psychic, Fairy","Fairy, Steel"
Tinkatuff,Flying,Atk,Def,Electric,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Rock, Electric, Ice","Fairy, Steel"
Tinkatuff,Poison,Atk,Def,,"Ground, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Psychic","Fairy, Steel"
Tinkatuff,Ground,Atk,Def,Water,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Water, Grass, Ice","Fairy, Steel"
Tinkatuff,Rock,Atk,Def,"Steel, Water","Ground, Grass","Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass","Fairy, Steel"
Tinkatuff,Bug,Atk,Def,Fire,Flying,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Rock, Fire","Fairy, Steel"
Tinkatuff,Ghost,Atk,Def,,Ghost,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ghost, Dark","Fairy, Steel"
Tinkatuff,Steel,Atk,Def,Fire,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Fire","Fairy, Steel"
Tinkatuff,Fire,Atk,Def,Water,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Rock, Water","Fairy, Steel"
Tinkatuff,Water,Atk,Def,Electric,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Grass, Electric","Fairy, Steel"
Tinkatuff,Grass,Atk,Def,"Poison, Fire","Flying, Bug","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Fairy, Steel"
Tinkatuff,Electric,Atk,Def,,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Ground,"Fairy, Steel"
Tinkatuff,Psychic,Atk,Def,,"Bug, Ghost","Fighting, Dragon, Dark, Rock, Ice, Fairy","Bug, Ghost, Dark","Fairy, Steel"
Tinkatuff,Ice,Atk,Def,"Steel, Fire",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Rock, Steel, Fire","Fairy, Steel"
Tinkatuff,Dragon,Atk,Def,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ice, Dragon, Fairy","Fairy, Steel"
Tinkatuff,Dark,Atk,Def,,Bug,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Bug, Fairy","Fairy, Steel"
Tinkatuff,Fairy,Atk,Def,"Poison, Steel",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Poison, Steel","Fairy, Steel"
Tinkaton,Normal,Atk,Any,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Fighting,"Fairy, Steel"
Tinkaton,Fighting,Atk,Any,,"Flying, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Psychic, Fairy","Fairy, Steel"
Tinkaton,Flying,Atk,Any,Electric,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Rock, Electric, Ice","Fairy, Steel"
Tinkaton,Poison,Atk,Any,,"Ground, Psychic","Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Psychic","Fairy, Steel"
Tinkaton,Ground,Atk,Any,Water,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Water, Grass, Ice","Fairy, Steel"
Tinkaton,Rock,Atk,Any,"Steel, Water","Ground, Grass","Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass","Fairy, Steel"
Tinkaton,Bug,Atk,Any,Fire,Flying,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Rock, Fire","Fairy, Steel"
Tinkaton,Ghost,Atk,Any,,Ghost,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ghost, Dark","Fairy, Steel"
Tinkaton,Steel,Atk,Any,Fire,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Ground, Fire","Fairy, Steel"
Tinkaton,Fire,Atk,Any,Water,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ground, Rock, Water","Fairy, Steel"
Tinkaton,Water,Atk,Any,Electric,Grass,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Grass, Electric","Fairy, Steel"
Tinkaton,Grass,Atk,Any,"Poison, Fire","Flying, Bug","Fighting, Dragon, Dark, Rock, Ice, Fairy","Flying, Poison, Bug, Fire, Ice","Fairy, Steel"
Tinkaton,Electric,Atk,Any,,Ground,"Fighting, Dragon, Dark, Rock, Ice, Fairy",Ground,"Fairy, Steel"
Tinkaton,Psychic,Atk,Any,,"Bug, Ghost","Fighting, Dragon, Dark, Rock, Ice, Fairy","Bug, Ghost, Dark","Fairy, Steel"
Tinkaton,Ice,Atk,Any,"Steel, Fire",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Rock, Steel, Fire","Fairy, Steel"
Tinkaton,Dragon,Atk,Any,,,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Ice, Dragon, Fairy","Fairy, Steel"
Tinkaton,Dark,Atk,Any,,Bug,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Bug, Fairy","Fairy, Steel"
Tinkaton,Fairy,Atk,Any,"Poison, Steel",,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Poison, Steel","Fairy, Steel"
Hatenna,Normal,Atk,SpD,,,"Fighting, Poison",Fighting,Psychic
Hatenna,Fighting,Atk,SpD,Psychic,"Flying, Fairy","Fighting, Poison","Flying, Psychic, Fairy",Psychic
Hatenna,Flying,Atk,SpD,,"Rock, Electric, Ice","Fighting, Poison","Rock, Electric, Ice",Psychic
Hatenna,Poison,Atk,SpD,Psychic,Ground,"Fighting, Poison","Ground, Psychic",Psychic
Hatenna,Ground,Atk,SpD,,"Water, Grass, Ice","Fighting, Poison","Water, Grass, Ice",Psychic
Hatenna,Rock,Atk,SpD,Steel,"Ground, Water, Grass","Fighting, Poison","Fighting, Ground, Steel, Water, Grass",Psychic
Hatenna,Bug,Atk,SpD,,"Flying, Rock, Fire","Fighting, Poison","Flying, Rock, Fire",Psychic
Hatenna,Ghost,Atk,SpD,Dark,Ghost,"Fighting, Poison","Ghost, Dark",Psychic
Hatenna,Steel,Atk,SpD,,"Ground, Fire","Fighting, Poison","Fighting, Ground, Fire",Psychic
Hatenna,Fire,Atk,SpD,,"Ground, Rock, Water","Fighting, Poison","Ground, Rock, Water",Psychic
Hatenna,Water,Atk,SpD,,"Grass, Electric","Fighting, Poison","Grass, Electric",Psychic
Hatenna,Grass,Atk,SpD,,"Flying, Bug, Fire, Ice","Fighting, Poison","Flying, Poison, Bug, Fire, Ice",Psychic
Hatenna,Electric,Atk,SpD,,Ground,"Fighting, Poison",Ground,Psychic
Hatenna,Psychic,Atk,SpD,Dark,"Bug, Ghost","Fighting, Poison","Bug, Ghost, Dark",Psychic
Hatenna,Ice,Atk,SpD,Steel,"Rock, Fire","Fighting, Poison","Fighting, Rock, Steel, Fire",Psychic
Hatenna,Dragon,Atk,SpD,,"Ice, Dragon, Fairy","Fighting, Poison","Ice, Dragon, Fairy",Psychic
Hatenna,Dark,Atk,SpD,,"Bug, Fairy","Fighting, Poison","Fighting, Bug, Fairy",Psychic
Hatenna,Fairy,Atk,SpD,Steel,,"Fighting, Poison","Poison, Steel",Psychic
Hattrem,Normal,Any,SpD,,,"Fighting, Poison",Fighting,Psychic
Hattrem,Fighting,Any,SpD,Psychic,"Flying, Fairy","Fighting, Poison","Flying, Psychic, Fairy",Psychic
Hattrem,Flying,Any,SpD,,"Rock, Electric, Ice","Fighting, Poison","Rock, Electric, Ice",Psychic
Hattrem,Poison,Any,SpD,Psychic,Ground,"Fighting, Poison","Ground, Psychic",Psychic
Hattrem,Ground,Any,SpD,,"Water, Grass, Ice","Fighting, Poison","Water, Grass, Ice",Psychic
Hattrem,Rock,Any,SpD,Steel,"Ground, Water, Grass","Fighting, Poison","Fighting, Ground, Steel, Water, Grass",Psychic
Hattrem,Bug,Any,SpD,,"Flying, Rock, Fire","Fighting, Poison","Flying, Rock, Fire",Psychic
Hattrem,Ghost,Any,SpD,Dark,Ghost,"Fighting, Poison","Ghost, Dark",Psychic
Hattrem,Steel,Any,SpD,,"Ground, Fire","Fighting, Poison","Fighting, Ground, Fire",Psychic
Hattrem,Fire,Any,SpD,,"Ground, Rock, Water","Fighting, Poison","Ground, Rock, Water",Psychic
Hattrem,Water,Any,SpD,,"Grass, Electric","Fighting, Poison","Grass, Electric",Psychic
Hattrem,Grass,Any,SpD,,"Flying, Bug, Fire, Ice","Fighting, Poison","Flying, Poison, Bug, Fire, Ice",Psychic
Hattrem,Electric,Any,SpD,,Ground,"Fighting, Poison",Ground,Psychic
Hattrem,Psychic,Any,SpD,Dark,"Bug, Ghost","Fighting, Poison","Bug, Ghost, Dark",Psychic
Hattrem,Ice,Any,SpD,Steel,"Rock, Fire","Fighting, Poison","Fighting, Rock, Steel, Fire",Psychic
Hattrem,Dragon,Any,SpD,,"Ice, Dragon, Fairy","Fighting, Poison","Ice, Dragon, Fairy",Psychic
Hattrem,Dark,Any,SpD,,"Bug, Fairy","Fighting, Poison","Fighting, Bug, Fairy",Psychic
Hattrem,Fairy,Any,SpD,Steel,,"Fighting, Poison","Poison, Steel",Psychic
Hatterene,Normal,Any,SpD,,,"Fighting, Dragon, Dark, Poison",Fighting,"Fairy, Psychic"
Hatterene,Fighting,Any,SpD,Psychic,"Flying, Fairy","Fighting, Dragon, Dark, Poison","Flying, Psychic, Fairy","Fairy, Psychic"
Hatterene,Flying,Any,SpD,,"Rock, Electric, Ice","Fighting, Dragon, Dark, Poison","Rock, Electric, Ice","Fairy, Psychic"
Hatterene,Poison,Any,SpD,Psychic,Ground,"Fighting, Dragon, Dark, Poison","Ground, Psychic","Fairy, Psychic"
Hatterene,Ground,Any,SpD,,"Water, Grass, Ice","Fighting, Dragon, Dark, Poison","Water, Grass, Ice","Fairy, Psychic"
Hatterene,Rock,Any,SpD,Steel,"Ground, Water, Grass","Fighting, Dragon, Dark, Poison","Fighting, Ground, Steel, Water, Grass","Fairy, Psychic"
Hatterene,Bug,Any,SpD,Fire,"Flying, Rock","Fighting, Dragon, Dark, Poison","Flying, Rock, Fire","Fairy, Psychic"
Hatterene,Ghost,Any,SpD,,Ghost,"Fighting, Dragon, Dark, Poison","Ghost, Dark","Fairy, Psychic"
Hatterene,Steel,Any,SpD,Fire,Ground,"Fighting, Dragon, Dark, Poison","Fighting, Ground, Fire","Fairy, Psychic"
Hatterene,Fire,Any,SpD,,"Ground, Rock, Water","Fighting, Dragon, Dark, Poison","Ground, Rock, Water","Fairy, Psychic"
Hatterene,Water,Any,SpD,,"Grass, Electric","Fighting, Dragon, Dark, Poison","Grass, Electric","Fairy, Psychic"
Hatterene,Grass,Any,SpD,Fire,"Flying, Bug, Ice","Fighting, Dragon, Dark, Poison","Flying, Poison, Bug, Fire, Ice","Fairy, Psychic"
Hatterene,Electric,Any,SpD,,Ground,"Fighting, Dragon, Dark, Poison",Ground,"Fairy, Psychic"
Hatterene,Psychic,Any,SpD,,"Bug, Ghost","Fighting, Dragon, Dark, Poison","Bug, Ghost, Dark","Fairy, Psychic"
Hatterene,Ice,Any,SpD,"Steel, Fire",Rock,"Fighting, Dragon, Dark, Poison","Fighting, Rock, Steel, Fire","Fairy, Psychic"
Hatterene,Dragon,Any,SpD,,"Ice, Fairy","Fighting, Dragon, Dark, Poison","Ice, Dragon, Fairy","Fairy, Psychic"
Hatterene,Dark,Any,SpD,,"Bug, Fairy","Fighting, Dragon, Dark, Poison","Fighting, Bug, Fairy","Fairy, Psychic"
Hatterene,Fairy,Any,SpD,Steel,,"Fighting, Dragon, Dark, Poison","Poison, Steel","Fairy, Psychic"
Impidimp,Normal,Atk,SpD,,,"Ghost, Psychic, Fighting, Dragon, Dark",Fighting,"Dark, Fairy"
Impidimp,Fighting,Atk,SpD,Fairy,Flying,"Ghost, Psychic, Fighting, Dragon, Dark","Flying, Psychic, Fairy","Dark, Fairy"
Impidimp,Flying,Atk,SpD,,"Rock, Electric, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Rock, Electric, Ice","Dark, Fairy"
Impidimp,Poison,Atk,SpD,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Ground, Psychic","Dark, Fairy"
Impidimp,Ground,Atk,SpD,,"Water, Grass, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Water, Grass, Ice","Dark, Fairy"
Impidimp,Rock,Atk,SpD,Steel,"Ground, Water, Grass","Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass","Dark, Fairy"
Impidimp,Bug,Atk,SpD,Fire,"Flying, Rock","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Rock, Fire","Dark, Fairy"
Impidimp,Ghost,Atk,SpD,,,"Ghost, Psychic, Fighting, Dragon, Dark","Ghost, Dark","Dark, Fairy"
Impidimp,Steel,Atk,SpD,Fire,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Fire","Dark, Fairy"
Impidimp,Fire,Atk,SpD,,"Ground, Rock, Water","Ghost, Psychic, Fighting, Dragon, Dark","Ground, Rock, Water","Dark, Fairy"
Impidimp,Water,Atk,SpD,,"Grass, Electric","Ghost, Psychic, Fighting, Dragon, Dark","Grass, Electric","Dark, Fairy"
Impidimp,Grass,Atk,SpD,"Poison, Fire","Flying, Bug, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Poison, Bug, Fire, Ice","Dark, Fairy"
Impidimp,Electric,Atk,SpD,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark",Ground,"Dark, Fairy"
Impidimp,Psychic,Atk,SpD,,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Bug, Ghost, Dark","Dark, Fairy"
Impidimp,Ice,Atk,SpD,"Steel, Fire",Rock,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Rock, Steel, Fire","Dark, Fairy"
Impidimp,Dragon,Atk,SpD,Fairy,Ice,"Ghost, Psychic, Fighting, Dragon, Dark","Ice, Dragon, Fairy","Dark, Fairy"
Impidimp,Dark,Atk,SpD,Fairy,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Bug, Fairy","Dark, Fairy"
Impidimp,Fairy,Atk,SpD,"Poison, Steel",,"Ghost, Psychic, Fighting, Dragon, Dark","Poison, Steel","Dark, Fairy"
Morgrem,Normal,Atk,SpD,,,"Ghost, Psychic, Fighting, Dragon, Dark",Fighting,"Dark, Fairy"
Morgrem,Fighting,Atk,SpD,Fairy,Flying,"Ghost, Psychic, Fighting, Dragon, Dark","Flying, Psychic, Fairy","Dark, Fairy"
Morgrem,Flying,Atk,SpD,,"Rock, Electric, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Rock, Electric, Ice","Dark, Fairy"
Morgrem,Poison,Atk,SpD,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Ground, Psychic","Dark, Fairy"
Morgrem,Ground,Atk,SpD,,"Water, Grass, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Water, Grass, Ice","Dark, Fairy"
Morgrem,Rock,Atk,SpD,Steel,"Ground, Water, Grass","Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass","Dark, Fairy"
Morgrem,Bug,Atk,SpD,Fire,"Flying, Rock","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Rock, Fire","Dark, Fairy"
Morgrem,Ghost,Atk,SpD,,,"Ghost, Psychic, Fighting, Dragon, Dark","Ghost, Dark","Dark, Fairy"
Morgrem,Steel,Atk,SpD,Fire,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Fire","Dark, Fairy"
Morgrem,Fire,Atk,SpD,,"Ground, Rock, Water","Ghost, Psychic, Fighting, Dragon, Dark","Ground, Rock, Water","Dark, Fairy"
Morgrem,Water,Atk,SpD,,"Grass, Electric","Ghost, Psychic, Fighting, Dragon, Dark","Grass, Electric","Dark, Fairy"
Morgrem,Grass,Atk,SpD,"Poison, Fire","Flying, Bug, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Poison, Bug, Fire, Ice","Dark, Fairy"
Morgrem,Electric,Atk,SpD,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark",Ground,"Dark, Fairy"
Morgrem,Psychic,Atk,SpD,,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Bug, Ghost, Dark","Dark, Fairy"
Morgrem,Ice,Atk,SpD,"Steel, Fire",Rock,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Rock, Steel, Fire","Dark, Fairy"
Morgrem,Dragon,Atk,SpD,Fairy,Ice,"Ghost, Psychic, Fighting, Dragon, Dark","Ice, Dragon, Fairy","Dark, Fairy"
Morgrem,Dark,Atk,SpD,Fairy,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Bug, Fairy","Dark, Fairy"
Morgrem,Fairy,Atk,SpD,"Poison, Steel",,"Ghost, Psychic, Fighting, Dragon, Dark","Poison, Steel","Dark, Fairy"
Grimmsnarl,Normal,Atk,Def,,,"Ghost, Psychic, Fighting, Dragon, Dark",Fighting,"Dark, Fairy"
Grimmsnarl,Fighting,Atk,Def,Fairy,Flying,"Ghost, Psychic, Fighting, Dragon, Dark","Flying, Psychic, Fairy","Dark, Fairy"
Grimmsnarl,Flying,Atk,Def,,"Rock, Electric, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Rock, Electric, Ice","Dark, Fairy"
Grimmsnarl,Poison,Atk,Def,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Ground, Psychic","Dark, Fairy"
Grimmsnarl,Ground,Atk,Def,,"Water, Grass, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Water, Grass, Ice","Dark, Fairy"
Grimmsnarl,Rock,Atk,Def,Steel,"Ground, Water, Grass","Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass","Dark, Fairy"
Grimmsnarl,Bug,Atk,Def,Fire,"Flying, Rock","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Rock, Fire","Dark, Fairy"
Grimmsnarl,Ghost,Atk,Def,,,"Ghost, Psychic, Fighting, Dragon, Dark","Ghost, Dark","Dark, Fairy"
Grimmsnarl,Steel,Atk,Def,Fire,Ground,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Fire","Dark, Fairy"
Grimmsnarl,Fire,Atk,Def,,"Ground, Rock, Water","Ghost, Psychic, Fighting, Dragon, Dark","Ground, Rock, Water","Dark, Fairy"
Grimmsnarl,Water,Atk,Def,,"Grass, Electric","Ghost, Psychic, Fighting, Dragon, Dark","Grass, Electric","Dark, Fairy"
Grimmsnarl,Grass,Atk,Def,"Poison, Fire","Flying, Bug, Ice","Ghost, Psychic, Fighting, Dragon, Dark","Flying, Poison, Bug, Fire, Ice","Dark, Fairy"
Grimmsnarl,Electric,Atk,Def,,Ground,"Ghost, Psychic, Fighting, Dragon, Dark",Ground,"Dark, Fairy"
Grimmsnarl,Psychic,Atk,Def,,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Bug, Ghost, Dark","Dark, Fairy"
Grimmsnarl,Ice,Atk,Def,"Steel, Fire",Rock,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Rock, Steel, Fire","Dark, Fairy"
Grimmsnarl,Dragon,Atk,Def,Fairy,Ice,"Ghost, Psychic, Fighting, Dragon, Dark","Ice, Dragon, Fairy","Dark, Fairy"
Grimmsnarl,Dark,Atk,Def,Fairy,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Bug, Fairy","Dark, Fairy"
Grimmsnarl,Fairy,Atk,Def,"Poison, Steel",,"Ghost, Psychic, Fighting, Dragon, Dark","Poison, Steel","Dark, Fairy"
Wiglett,Normal,Any,Def,,Fighting,"Ground, Rock, Fire",Fighting,Water
Wiglett,Fighting,Any,Def,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy",Water
Wiglett,Flying,Any,Def,,"Electric, Ice","Ground, Rock, Fire","Rock, Electric, Ice",Water
Wiglett,Poison,Any,Def,,Psychic,"Ground, Rock, Fire","Ground, Psychic",Water
Wiglett,Ground,Any,Def,"Water, Grass",Ice,"Ground, Rock, Fire","Water, Grass, Ice",Water
Wiglett,Rock,Any,Def,"Water, Grass","Fighting, Steel","Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass",Water
Wiglett,Bug,Any,Def,,Flying,"Ground, Rock, Fire","Flying, Rock, Fire",Water
Wiglett,Ghost,Any,Def,,"Ghost, Dark","Ground, Rock, Fire","Ghost, Dark",Water
Wiglett,Steel,Any,Def,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire",Water
Wiglett,Fire,Any,Def,Water,,"Ground, Rock, Fire","Ground, Rock, Water",Water
Wiglett,Water,Any,Def,Grass,Electric,"Ground, Rock, Fire","Grass, Electric",Water
Wiglett,Grass,Any,Def,,"Flying, Poison, Bug, Ice","Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice",Water
Wiglett,Electric,Any,Def,,,"Ground, Rock, Fire",Ground,Water
Wiglett,Psychic,Any,Def,,"Bug, Ghost, Dark","Ground, Rock, Fire","Bug, Ghost, Dark",Water
Wiglett,Ice,Any,Def,,"Fighting, Steel","Ground, Rock, Fire","Fighting, Rock, Steel, Fire",Water
Wiglett,Dragon,Any,Def,Dragon,"Ice, Fairy","Ground, Rock, Fire","Ice, Dragon, Fairy",Water
Wiglett,Dark,Any,Def,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy",Water
Wiglett,Fairy,Any,Def,,"Poison, Steel","Ground, Rock, Fire","Poison, Steel",Water
Wugtrio,Normal,Atk,Def,,Fighting,"Ground, Rock, Fire",Fighting,Water
Wugtrio,Fighting,Atk,Def,,"Flying, Psychic, Fairy","Ground, Rock, Fire","Flying, Psychic, Fairy",Water
Wugtrio,Flying,Atk,Def,,"Electric, Ice","Ground, Rock, Fire","Rock, Electric, Ice",Water
Wugtrio,Poison,Atk,Def,,Psychic,"Ground, Rock, Fire","Ground, Psychic",Water
Wugtrio,Ground,Atk,Def,"Water, Grass",Ice,"Ground, Rock, Fire","Water, Grass, Ice",Water
Wugtrio,Rock,Atk,Def,"Water, Grass","Fighting, Steel","Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass",Water
Wugtrio,Bug,Atk,Def,,Flying,"Ground, Rock, Fire","Flying, Rock, Fire",Water
Wugtrio,Ghost,Atk,Def,,"Ghost, Dark","Ground, Rock, Fire","Ghost, Dark",Water
Wugtrio,Steel,Atk,Def,,Fighting,"Ground, Rock, Fire","Fighting, Ground, Fire",Water
Wugtrio,Fire,Atk,Def,Water,,"Ground, Rock, Fire","Ground, Rock, Water",Water
Wugtrio,Water,Atk,Def,Grass,Electric,"Ground, Rock, Fire","Grass, Electric",Water
Wugtrio,Grass,Atk,Def,,"Flying, Poison, Bug, Ice","Ground, Rock, Fire","Flying, Poison, Bug, Fire, Ice",Water
Wugtrio,Electric,Atk,Def,,,"Ground, Rock, Fire",Ground,Water
Wugtrio,Psychic,Atk,Def,,"Bug, Ghost, Dark","Ground, Rock, Fire","Bug, Ghost, Dark",Water
Wugtrio,Ice,Atk,Def,,"Fighting, Steel","Ground, Rock, Fire","Fighting, Rock, Steel, Fire",Water
Wugtrio,Dragon,Atk,Def,Dragon,"Ice, Fairy","Ground, Rock, Fire","Ice, Dragon, Fairy",Water
Wugtrio,Dark,Atk,Def,,"Fighting, Bug, Fairy","Ground, Rock, Fire","Fighting, Bug, Fairy",Water
Wugtrio,Fairy,Atk,Def,,"Poison, Steel","Ground, Rock, Fire","Poison, Steel",Water
Bombirdier,Normal,Any,Def,,,"Ghost, Psychic, Fighting, Bug, Grass",Fighting,"Dark, Flying"
Bombirdier,Fighting,Any,Def,Fairy,Flying,"Ghost, Psychic, Fighting, Bug, Grass","Flying, Psychic, Fairy","Dark, Flying"
Bombirdier,Flying,Any,Def,"Rock, Electric",Ice,"Ghost, Psychic, Fighting, Bug, Grass","Rock, Electric, Ice","Dark, Flying"
Bombirdier,Poison,Any,Def,,Ground,"Ghost, Psychic, Fighting, Bug, Grass","Ground, Psychic","Dark, Flying"
Bombirdier,Ground,Any,Def,,"Water, Ice","Ghost, Psychic, Fighting, Bug, Grass","Water, Grass, Ice","Dark, Flying"
Bombirdier,Rock,Any,Def,Steel,"Ground, Water","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass","Dark, Flying"
